Facility Name,Facility Name_Bn,District Name,Division Name,District Id,Division Id,Facility Code,Facility Id,Facilitytype Id,Upazila Id
Kishoreganj (sadar) Upazila Health Office,কিশোরগঞ্জ (সদর) উপজেলা স্বাস্থ্য অফিস,Kishorgonj,Dhaka,6,1,10000242,237,51,237
Madaripur (sadar) Upazila Health Office,মাদারীপুর (সদর) উপজেলা স্বাস্থ্য অফিস,Madaripur,Dhaka,7,1,10000261,256,51,244
Manikganj (sadar) Upazila Health Office,মানিকগঞ্জ (সদর) উপজেলা স্বাস্থ্য অফিস,Manikganj,Dhaka,8,1,10000295,290,51,250
Munshiganj (sadar) Upazila Health Office,মুন্সীগঞ্জ (সদর) উপজেলা স্বাস্থ্য অফিস,Munshiganj,Dhaka,9,1,10000326,321,51,256
Narayanganj (sadar) Upazila Health Office,নারায়ণগঞ্জ (সদর) উপজেলা স্বাস্থ্য অফিস,Narayanganj,Dhaka,11,1,10000422,417,51,276
Narsingdi (sadar) Upazila Health Office,নরসিংদী (সদর) উপজেলা স্বাস্থ্য অফিস,Narsingdi,Dhaka,12,1,10000450,445,51,280
Rajbari (sadar) Upazila Health Office,রাজবাড়ী (সদর) উপজেলা স্বাস্থ্য অফিস,Rajbari,Dhaka,14,1,10000532,527,51,298
Shariatpur (sadar) Upazila Health Office,শরীয়তপুর (সদর) উপজেলা স্বাস্থ্য অফিস,Shariatpur,Dhaka,15,1,10000556,551,51,303
Tangail (sadar) Upazila Health Office,টাঙ্গাইল (সদর) উপজেলা স্বাস্থ্য অফিস,Tangail,Dhaka,17,1,10000645,640,51,321
Gopinathpur 10 bed Hospital (RHC),গোপীনাথপুর 10 শয্যা হাসপাতাল (আরএইচসি),Gopalganj,Dhaka,4,1,10000162,157,27,218
Faridpur Tb Segregation Hospital,ফরিদপুর টিবি সেগ্রিগেশন হাসপাতাল,Faridpur,Dhaka,2,1,10000111,107,34,208
Central Police Hospital,সেন্ট্রাল পুলিশ হাসপাতাল,Dhaka,Dhaka,1,1,10023689,23277,61,181
Bangladesh Korea Moitree Hospital,বাংলাদেশ কোরিয়া মৈত্রী হাসপাতাল,Dhaka,Dhaka,1,1,10002298,2243,61,190
Armanitola School Health Clinic,আর্মানিটোলা স্কুল হেলথ ক্লিনিক,Dhaka,Dhaka,1,1,10000016,16,55,178
Azimpur School Health Clinic,আজিমপুর স্কুল হেলথ ক্লিনিক,Dhaka,Dhaka,1,1,10000017,17,55,184
Sher-e-bangla Nagar School Health Clinic,শেরেবাংলা নগর স্কুল হেলথ ক্লিনিক,Dhaka,Dhaka,1,1,10000052,48,55,195
Faridpur School Health Clinic,ফরিদপুর স্কুল হেলথ ক্লিনিক,Faridpur,Dhaka,2,1,10000109,105,55,208
Narayanganj School Health Clinic,নারায়ণগঞ্জ স্কুল হেলথ ক্লিনিক,Narayanganj,Dhaka,11,1,10000428,423,55,276
Tangail School Health Clinic,টাঙ্গাইল স্কুল হেলথ ক্লিনিক,Tangail,Dhaka,17,1,10000650,645,55,321
Kalatia Uh&fwc,কালাটিয়া ইউএইচএন্ডএফডব্লিউসি,Dhaka,Dhaka,1,1,10000072,68,37,177
Jamsherpur (bhaighat) Uh&fwc,জামশেরপুর (ভাইঘাট) ইউএইচ অ্যান্ড এফডব্লিউসি,Tangail,Dhaka,17,1,10000593,588,37,313
Golabari(banargachi) Uh&fwc,গোলাবাড়ি (বেনারগাছি) উএইচ অ্যান্ড এফডব্লিউসি,Tangail,Dhaka,17,1,10000624,619,37,317
Kuralia Uh&fwc,কুরালিয়া ইউএইচএন্ডএফডব্লিউসি,Tangail,Dhaka,17,1,10000625,620,37,317
Lawfala Uh&fwc,লফালা উহ এবং এফডব্লিউসি,Tangail,Dhaka,17,1,10000627,622,37,317
Paiska Uh&fwc,পাইস্কা উহ এবং এফডব্লিউসি,Tangail,Dhaka,17,1,10000596,591,37,317
Baraid Union Health Center,বারাইদ ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023118,22706,62,155
Bhatara Union Health Center,ভাটারা ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023129,22717,62,167
Matuail Union Health Center,মাতুয়াইল ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023119,22707,62,163
Sarulia Union Health Center,সারুলিয়া ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023120,22708,62,163
Baisakanda Union Centre,বৈশাকান্দা ইউনিয়ন কেন্দ্র,Dhaka,Dhaka,1,1,10014923,14486,62,164
Chauhat Union Centre,চৌহাত ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014925,14488,62,164
Jadabpur Union Centre,যাদবপুর ইউনিয়ন কেন্দ্র,Dhaka,Dhaka,1,1,10014927,14490,62,164
Kushura Union Centre,কুশুরা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014929,14492,62,164
Joypara Union Centre,জয়পাড়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014933,14496,62,165
Aganagar Union Centre,আগানগর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014939,14502,62,177
Sakta Union Centre,শাকতা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014944,14507,62,177
Subhadya Union Centre,সুভাদ্যা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014945,14508,62,177
Talebpur Union Centre,তালেবপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014946,14509,62,177
Nasirabad Union Health Center,নাসিরাবাদ ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023123,22711,62,175
Manda Union Health Center,মান্দা ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023130,22718,62,182
Bannah Union Centre,বান্নাহ ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014952,14515,62,183
Jantrail Union Centre,যন্ত্রাইল ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014954,14517,62,183
Joykrishnapur Union Centre,জয়কৃষ্ণপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014955,14518,62,183
Nayansree Union Centre,নয়নশ্রী ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014957,14520,62,183
Shikari Para Union Centre,শিকারি পাড়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014958,14521,62,183
Bangaon Union Centre,বনগাঁও ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014961,14524,62,190
Bhakurta Union Centre,ভাকুরতা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014962,14525,62,190
Dhamsana Union Centre,ধমসানা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014963,14526,62,190
Kaundia Union Centre,কাউন্ডিয়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014964,14527,62,190
Pathalia Union Centre,পাথালিয়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014965,14528,62,190
Dumni Union Health Center,দুমনি ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023124,22712,62,197
Sultanganj Union Centre,সুলতানগঞ্জ ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014984,14547,62,197
Harirampur Union Health Center,হরিরামপুর ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023103,22691,62,199
Uttar khan Union Health Center,উত্তর খান ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023128,22716,62,202
Badda Union Centre,বাড্ডা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014969,14532,62,155
Batara Union Centre,বাটারা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,,14533,62,155
Beraed Union Centre,বেরেড ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014971,14534,62,155
Satarkul Union Centre,সাতারকুল ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014982,14545,62,155
Dakshinkhan Union Health Center,দক্ষিণখান ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023125,22713,62,161
Daxin Khan Union Centre,ড্যাক্সিন খান ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014972,14535,62,161
Demra Union Centre,ডেমরা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014974,14537,62,163
Matuail Union Centre,মাতুয়াইল ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014979,14542,62,163
Sarulia Union Centre,সারুলিয়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014981,14544,62,163
Kulla Union Centre,কুল্লা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014928,14491,62,164
Nannar Union Centre,নান্নার ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014930,14493,62,164
Sombhag Union Centre,সোমভাগ ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014931,14494,62,164
Kushumhati Union Centre,কুসুমহাটি ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014934,14497,62,165
Nayabari Union Centre,নয়াবাড়ী ইউনিয়ন কেন্দ্র,Dhaka,Dhaka,1,1,10014936,14499,62,165
Dhaniya Union Health Center,ধানিয়া ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023121,22709,62,170
Shyampur Union Health Center,শ্যামপুর ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023107,22695,62,172
Sultanganj Union Health Center,সুলতানগঞ্জ ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023131,22719,62,174
Kalindi Union Centre,কালিন্দী ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014941,14504,62,177
Manda Union Centre,মান্দা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014978,14541,62,175
Nasirabad Union Centre,নাসিরাবাদ ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014980,14543,62,175
Sholla Union Centre,শোল্লা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014959,14522,62,183
Harirampur Union Centre,হরিরামপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014977,14540,62,185
Shimulia Union Centre,শিমুলিয়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014966,14529,62,190
Shyampur Union Centre,শ্যামপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014983,14546,62,194
Daxin Gaon Union Centre,ড্যাক্সিন গাঁও ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014973,14536,62,197
Dugni Union Centre,দুগনি ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014976,14539,62,197
Uttar Khan Union Centre,উত্তর খান ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014985,14548,62,202
Badda Union Health Center,বাড্ডা ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023126,22714,62,155
Satarkul Union Health Center,সাতারকুল ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023127,22715,62,155
Demra Union Health Center,ডেমরা ইউনিয়ন হেলথ সেন্টার,Dhaka,Dhaka,1,1,10023117,22705,62,163
Boail Union Centre,বোয়াইল ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014924,14487,62,164
Dhamri Union Centre,ধামরি ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014926,14489,62,164
Bilashpur Union Centre,বিলাশপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014932,14495,62,165
Muhammadpur Union Centre,মুহাম্মদপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014935,14498,62,165
Roypara Union Centre,রায়পাড়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014937,14500,62,165
Sutar Para Union Centre,সুতার পাড়া ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014938,14501,62,165
Basta Union Centre,বাস্তা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014940,14503,62,177
Konda Union Centre,কোন্ডা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014942,14505,62,177
Ruhitpur Union Centre,রুহিতপুর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014943,14506,62,177
Taranagar Union Centre,তারানগর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014947,14510,62,177
Zinjira Union Centre,জিনজিরা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014948,14511,62,177
Dakshingao Union Health Center,দক্ষিণাগাও ইউনিয়ন স্বাস্থ্য কেন্দ্র,Dhaka,Dhaka,1,1,10023122,22710,62,175
Agla Union Centre,আগলা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014949,14512,62,183
Bakshnagar Union Centre,বক্সনগর ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014950,14513,62,183
Bandura Union Centre,বান্দুরা ইউনিয়ন সেন্টার,Dhaka,Dhaka,1,1,10014951,14514,62,183
