Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
2040,Lebukhali Union Health Sub Center,লেবুখালী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002049,lebukhali@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Dumki,,Unions Of Dumki Upazila,Lebukhali,No
2030,Galachipa Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স, গলাচিপা",10002039,galachipa@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Galachipa,,Galachipa Paurasava,Urban Ward No-09,No
2027,Chalti Bunia Union Health Sub Center,চালতিবুনিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002036,chaltibunia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Galachipa,,Unions Of Galachipa Upazila,Dakua,No
2028,Char Biswas Union Health Sub Center,চরবিশ্বাস ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002037,charbiswas@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Galachipa,,Unions Of Galachipa Upazila,Char Biswas,No
2029,Kalwan Kalash(kharijama) Union Health Sub Center,কল্যাণ কলশ(খারিজামা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002038,kalwankalash_kharijama@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Galachipa,,Unions Of Galachipa Upazila,Kalagachhia,No
2031,Ratandi Taltali(ulania) Union Health Sub Center,রতনদি তালতলি(উলানিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002040,ratanditaltali_ulania@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Galachipa,,Unions Of Galachipa Upazila,Ratandi Taltali,No
2033,Kalapara Upazila Health Complex,কলাপাড়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002042,kalapara@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Kalapara,,,,No
2032,Mohipur Union Health Sub Center,মহিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002041,mohipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Kalapara,,Unions Of Kalapara Upazila,Mohipur,No
2038,Kathaltoli 20 bed Hospital,"কাঠালতলি ২০ শয্যা বিশিষ্ট হাসপাতাল, মির্জাগঞ্জ, পটুয়াখালী",10002047,kathaltoli20bed@hospi.dghs.gov.bd,DGHS,20-bed Hospital,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Mirzaganj,,Unions Of Mirzaganj Upazila,Madhabkhali,No
2039,Mirzaganj Upazila Health Complex,মির্জাগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10002048,mirjaganj@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Mirzaganj,,Unions Of Mirzaganj Upazila,Mirzaganj,No
2035,Chaltaibunia(majidbaria) Union Health Sub Center,চাল্তাইবুনিয়া(মাজিবাড়ীয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002044,chaltaibunia_majidbaria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Mirzaganj,,Unions Of Mirzaganj Upazila,Majidbari,No
2036,Chita(madabkhali) Union Health Sub Center,চিতা (মাদবখালী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002045,chita_madabkhali@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Mirzaganj,,Unions Of Mirzaganj Upazila,Madhabkhali,No
2037,Mohiskata(amragasia) Union Health Sub Center,মহিসকাটা(আমড়াগাছিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002046,mohiskata_amragasia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Mirzaganj,,Unions Of Mirzaganj Upazila,Amragachhia,No
18779,Patuakhali Medical College,পটুয়াখালী মেডিকেল কলেজ,10019212,patuakhalimc@ac.dghs.gov.bd,DGHS,Medical College,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Patuakhali Sadar,,Patuakhali Paurashava,Urban Ward No-07,No
2042,Patuakhali 250 bed Sadar Hospital,পটুয়াখালী ২৫০ শয্যা বিশিষ্ট সদর হাসপাতাল,10002051,patuakhali@hospi.dghs.gov.bd,DGHS,District/General Hospital,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Patuakhali Sadar,,Patuakhali Paurashava,Urban Ward No-08,No
13007,Rangabali Upazila Health Complex,রাঙ্গাবালী উপজেলা স্বাস্থ্য কমপ্লেক্স,10013107,rangabali@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Patuakhali,,Patuakhali N/A,,Rangabali,,,,No
2046,Bhandaria Upazila Health Complex,ভান্ডারিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002055,bhandaria@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Nudmulla,No
23968,"Union  Health & Family Welfare Centre, (UH&FWC) Vitabaria, Bhandaria Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, ভিটাবাড়ীয়া, ভান্ডারিয়া, পিরোজপুর",10024380,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Bhitabaria,No
23983,"Union Health & Family Welfare Centre, (UH&FWC) Talikhali, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, তেলিখালী, ভান্ডারিয়া, পিরোজপুর",10024395,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Telikhali,No
23993,"Union Health & Family Welfare Centre, (UH&FWC) Ikri, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার  কল্যান কেন্দ্র, ইকড়ী , ভান্ডারিয়া, পিরোজপুর",10024405,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Ikri,No
23995,"Union Health & Family Welfare Centre, (UH&FWC)Dhawa ., Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, ধাওয়া, ভান্ডারিয়া,  পিরোজপুর",10024407,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Dhaoa,No
24004,"Union Health & Family Welfare Centre, (UH&FWC) Bhandaria, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান  কেন্দ্র ;ভান্ডারিয়া; ভান্ডারিয়া, পিরোজপুর",10024416,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Bhandaria,No
24082,"Union Health &Family Welfare Centre, Gouripur ,Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান ‍কেন্দ্র, গেীরীপুর , ভান্ডারিয়া  ,পিরোজপুর",10024494,fpobhandaria@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Gauripur,No
2045,Bhandaria Union Health Sub Center,ভান্ডারিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002054,bhandaria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Bhandaria,,Unions Of Bhandaria Upazila,Bhandaria,No
2060,Indurkani Upazila Health Complex,ইন্দুরকানী উপজেলা স্বাস্থ্য কমপ্লেক্স,10002069,zianagar@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Indurkani,,,,No
23837,"Union Health & Family Welfarem Centre, (UH &FWC) Pattashi, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, পত্তাশী ,পিরোজপুর",10024249,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Indurkani,,Unions Of Zianagar Upazila,Pattashi,No
2047,Kawkhali Upazila Health Complex,কাউখালী উপজেলা হেলথ কমপ্লেক্স,10002056,kaukhali@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Kawkhali,,Unions Of Kawkhali Upazila,Kawkhali,No
23943,"Union  Health & Family Welfare Centre, (UH&FWC) Saynaraghunathpur, Kawkhali , Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার  কল্যান কেন্দ্র,সয়নারঘুনাথপুর, কাউখালী, পিরোজপুর",10024355,Kawkhaliufpo@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Kawkhali,,Unions Of Kawkhali Upazila,Sayna Raghunathpur,No
23950,"Union Health & Family Welfare Centre, (UH&FWC) Amrajuri,  Kawkhali, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, আমরা জুড়ী কাউখালী, পিরোজপুর",10024362,kawkhaliufpo@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Kawkhali,,Unions Of Kawkhali Upazila,Amrajuri,No
23955,"Union Health & Family Welfare Centre, (UH&FWC) Chirapara,  Kawkhali, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, চিরাপাড়া, কাউখালী , পিরোজপুর",10024367,kawkhaliufpo@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Kawkhali,,Unions Of Kawkhali Upazila,Chira Para Parsaturia,No
23967,"Union Health & Family Welfare Centre, (UH&FWC) Shialkatii,  Kawkhali, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, শিয়ালকাঠী, কাউখালী, পিরোজপুর",10024379,kawkhaliufpo@gmail.com,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Kawkhali,,Unions Of Kawkhali Upazila,Shialkati,No
36018,"Tiarkhali 20 bed Hospital, Mathbaria, Pirojpur","টিয়ারখালী 20 শষ্যাবিশিষ্ট হাসপাতাল, মঠবাড়ীয়া, পিরোজপুর।",10036430,,DGHS,20-bed Hospital,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Mathbaria,,Unions Of Mathbaria Upazila,Gulishakhali,No
2049,Mathbaria Upazila Health Complex,মঠবাড়িয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002058,mothbaria@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Mathbaria,,Mathbaria Paurasava,Urban Ward No-02,No
2048,Mirukhali Union Health Sub Center,মিরুখালী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002057,mirukhali@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Mathbaria,,Unions Of Mathbaria Upazila,Mirukhali,No
2050,Tushkhali Union Health Sub Center,তুষখালী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002059,tushkhali@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Mathbaria,,Unions Of Mathbaria Upazila,Tushkhali,No
2052,Nazirpur Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স, নাজিরপুর, পিরোজপুর।",10002061,nazirpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Nazirpur,No
23813,"Union Health & Family Welfare Centre, (UH &FWC) Parerhat, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, পাড়েরহাট,নাজিরপুর,  পিরোজপুর",10024225,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Nazirpur,No
23868,"Union Health & Family Welfare Centre, (UH&FWC) Malikhali, Nazirpur, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, মালিখালী,নাজিরপুর, পিরোজপুর",10024280,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Malikhali,No
23887,"Union Health & Family Welfare Centre, (UH&FWC) Dirgha, Nazirpur , Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার  কল্যান কেন্দ্র, দীর্ঘা, নাজিরপুর, পিরোজপুর",10024299,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Dirgha Union,No
23897,"Union Health & Family Welfare Centre, (UH&FWC) Deulbari  Dobra, Nazirpur, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, দেউলবাড়ী দোবরা, নাজিরপুর, পিরোজপুর",10024309,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Deulbari Dobra,No
23898,"Union Health  & Family Welfare Centre, (UH&FWC) Sheikhmatia, Nazirpur, Pirojpur","ইউনিয়ন  স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, শেখমাটিয়া,নাজিরপুর, পিরোজপুর",10024310,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Sekhmatia,No
23937,"Union Health & Family Welfare Centre, (UH&FWC) Sreeram kathi,Nazirpur, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, শ্রীরামকাঠী, নাজিরপুর, পিরোজপুর",10024349,,DGFP,Union Health & Family Welfare Center (UH&FWC),Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Sreeramkati Union,No
2051,Matibanga Union Health Sub Center,"মাটিভাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,  নাজিরপুর, পিরোজপুর।",10002060,matibanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nazirpur,,Unions Of Nazirpur Upazila,Matibhanga,No
2054,Nesarabad Upazila Health Complex,নেছারাবাদ উপজেলা স্বাস্থ্য কমপ্লেক্স,10002063,nesarabad@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nesarabad,,,,No
2053,Atghar Kuriana Union Health Sub Center,আটঘর কুড়িআনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002062,atgharkuriana@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Barishal,বরিশাল,Pirojpur,,Pirojpur N/A,,Nesarabad,,Unions Of Nesarabad (swarupkati) Upazila,Atghar Kuriana Union,No
