Facility_ID,Name_EN,Name_Bn,Code,Email,Agency,Facility_Type_ID,Facility_Type,Division_ID,Division_En,Division_Bn,District_ID,District_EN,District_Bn,Upazila_ID,Upazila_En,Upazila_Bn,City Corporation,City Corporation Bn,Paurasava_En,Union_En
2016,Jhalokathi District Hospital,"সদর হাসপাতাল,ঝালকাঠী",10002025,jhalkathi@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,24,Jhalokathi Sadar,ঝালকাঠি সদর,Jhalokati N/A,ঝালকাঠি এন/এ,,
2011,Binoykathi Union Health Sub Center,বিনয়কাঠি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002020,binoykathi@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,24,Jhalokathi Sadar,ঝালকাঠি সদর,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Jhalokati Sadar Upazila,Binoykati
2012,Gabkhan Dhansiri Union Health Sub Center,গাবখান ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002021,gabkhandhansiri@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,24,Jhalokathi Sadar,ঝালকাঠি সদর,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Jhalokati Sadar Upazila,Gabkhan Dhansiri
2013,Gavaramchandrapur Union Health Sub Center,গাভারামচন্দ্রপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002022,gavaramchandrapur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,24,Jhalokathi Sadar,ঝালকাঠি সদর,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Jhalokati Sadar Upazila,Nathullabad
2018,Kathalia Upazila Health Complex,কাঁঠালিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002027,kathalia@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,25,Kanthalia,কান্থালিয়া,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Kanthalia Upazila,Amua
2017,Aourabunia Union Health Sub Center,আউরাবুনিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002026,aourabunia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,25,Kanthalia,কান্থালিয়া,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Kanthalia Upazila,Awrabunia
18909,Kathalia Union Health Sub Center,কাঠালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10019329,u10019329@union.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,25,Kanthalia,কান্থালিয়া,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Kanthalia Upazila,Kanthalia
2019,Nalchity Upazila Health Complex,"৫০ শয্যা   বিশিষ্ট    উপজেলা    স্বাস্থ্য    কমপ্লেক্স   , নলছিটি, ঝালকাঠী",10002028,nalchiti@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,26,Nalchity,নালচিটি,Jhalokati N/A,ঝালকাঠি এন/এ,Nalchity Paurasava,Urban Ward No-04
2020,Rajapur Upazila Health Complex,রাজাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10002029,rajapur@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,58,Jhalokathi,ঝালকাঠি,27,Rajapur,রাজাপুর,Jhalokati N/A,ঝালকাঠি এন/এ,Unions Of Rajapur Upazila,Rajapur
2024,Bauphal Upazila Health Complex,বাউফল উপজেলা স্বাস্থ্য কমপ্লেক্স,10002033,bauphal@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,28,Bauphal,বাউফাল,Patuakhali N/A,পটুয়াখালী এন/এ,Bauphal Paurashava,
2021,Bauphal(kanakdia) Union Health Sub Center,বাউফল(কনকদিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002030,bauphal_kanakdia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,28,Bauphal,বাউফাল,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Bauphal Upazila,Kanakdia
2022,Boga Union Health Sub Center,বগা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002031,boga@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,28,Bauphal,বাউফাল,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Bauphal Upazila,Baga
2023,Kalisuri Union Health Sub Center,কালিসুরি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002032,kalisuri@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,28,Bauphal,বাউফাল,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Bauphal Upazila,Kalisuri
2025,Dashmina Upazila Health Complex,দশমিনা উপজেলা স্বাস্থ্য কমপ্লেক্স,10002034,dasmina@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,29,Dashmina,ড্যাশমিনা,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Dashmina Upazila,Dashmina
2026,Dumki Upazila Health Complex,"দুমকী উপজেলা স্বাস্থ্য কমপ্লেক্স, দুমকী, পটুয়াখালী",10002035,dumki@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,30,Dumki,দুমকি,Patuakhali N/A,পটুয়াখালী এন/এ,,
2040,Lebukhali Union Health Sub Center,লেবুখালী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002049,lebukhali@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,30,Dumki,দুমকি,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Dumki Upazila,Lebukhali
2030,Galachipa Upazila Health Complex,"উপজেলা স্বাস্থ্য কমপ্লেক্স, গলাচিপা",10002039,galachipa@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,31,Galachipa,গালাচিপা,Patuakhali N/A,পটুয়াখালী এন/এ,Galachipa Paurasava,Urban Ward No-09
2027,Chalti Bunia Union Health Sub Center,চালতিবুনিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002036,chaltibunia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,31,Galachipa,গালাচিপা,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Galachipa Upazila,Dakua
2028,Char Biswas Union Health Sub Center,চরবিশ্বাস ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002037,charbiswas@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,31,Galachipa,গালাচিপা,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Galachipa Upazila,Char Biswas
2029,Kalwan Kalash(kharijama) Union Health Sub Center,কল্যাণ কলশ(খারিজামা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002038,kalwankalash_kharijama@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,31,Galachipa,গালাচিপা,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Galachipa Upazila,Kalagachhia
2031,Ratandi Taltali(ulania) Union Health Sub Center,রতনদি তালতলি(উলানিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002040,ratanditaltali_ulania@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,31,Galachipa,গালাচিপা,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Galachipa Upazila,Ratandi Taltali
2033,Kalapara Upazila Health Complex,কলাপাড়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002042,kalapara@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,32,Kalapara,কালাপাড়া,Patuakhali N/A,পটুয়াখালী এন/এ,,
2032,Mohipur Union Health Sub Center,মহিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002041,mohipur@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,32,Kalapara,কালাপাড়া,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Kalapara Upazila,Mohipur
2038,Kathaltoli 20 bed Hospital,"কাঠালতলি ২০ শয্যা বিশিষ্ট হাসপাতাল, মির্জাগঞ্জ, পটুয়াখালী",10002047,kathaltoli20bed@hospi.dghs.gov.bd,DGHS,26,20-bed Hospital,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,33,Mirzaganj,মির্জাগঞ্জ,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Mirzaganj Upazila,Madhabkhali
2039,Mirzaganj Upazila Health Complex,মির্জাগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,10002048,mirjaganj@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,33,Mirzaganj,মির্জাগঞ্জ,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Mirzaganj Upazila,Mirzaganj
2035,Chaltaibunia(majidbaria) Union Health Sub Center,চাল্তাইবুনিয়া(মাজিবাড়ীয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002044,chaltaibunia_majidbaria@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,33,Mirzaganj,মির্জাগঞ্জ,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Mirzaganj Upazila,Majidbari
2036,Chita(madabkhali) Union Health Sub Center,চিতা (মাদবখালী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002045,chita_madabkhali@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,33,Mirzaganj,মির্জাগঞ্জ,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Mirzaganj Upazila,Madhabkhali
2037,Mohiskata(amragasia) Union Health Sub Center,মহিসকাটা(আমড়াগাছিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002046,mohiskata_amragasia@usc.dghs.gov.bd,DGHS,38,Union Health Sub Center,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,33,Mirzaganj,মির্জাগঞ্জ,Patuakhali N/A,পটুয়াখালী এন/এ,Unions Of Mirzaganj Upazila,Amragachhia
18779,Patuakhali Medical College,পটুয়াখালী মেডিকেল কলেজ,10019212,patuakhalimc@ac.dghs.gov.bd,DGHS,4,Medical College,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,34,Patuakhali Sadar,পটুয়াখালী সদর,Patuakhali N/A,পটুয়াখালী এন/এ,Patuakhali Paurashava,Urban Ward No-07
2042,Patuakhali 250 bed Sadar Hospital,পটুয়াখালী ২৫০ শয্যা বিশিষ্ট সদর হাসপাতাল,10002051,patuakhali@hospi.dghs.gov.bd,DGHS,28,District/General Hospital,6,Barishal,বরিশাল,59,Patuakhali,পটুয়াখালী,34,Patuakhali Sadar,পটুয়াখালী সদর,Patuakhali N/A,পটুয়াখালী এন/এ,Patuakhali Paurashava,Urban Ward No-08
2046,Bhandaria Upazila Health Complex,ভান্ডারিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002055,bhandaria@uhfpo.dghs.gov.bd,DGHS,29,Upazila Health Complex,6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Nudmulla
23968,"Union  Health & Family Welfare Centre, (UH&FWC) Vitabaria, Bhandaria Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, ভিটাবাড়ীয়া, ভান্ডারিয়া, পিরোজপুর",10024380,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Bhitabaria
23983,"Union Health & Family Welfare Centre, (UH&FWC) Talikhali, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, তেলিখালী, ভান্ডারিয়া, পিরোজপুর",10024395,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Telikhali
23993,"Union Health & Family Welfare Centre, (UH&FWC) Ikri, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার  কল্যান কেন্দ্র, ইকড়ী , ভান্ডারিয়া, পিরোজপুর",10024405,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Ikri
23995,"Union Health & Family Welfare Centre, (UH&FWC)Dhawa ., Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, ধাওয়া, ভান্ডারিয়া,  পিরোজপুর",10024407,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Dhaoa
24004,"Union Health & Family Welfare Centre, (UH&FWC) Bhandaria, Bhandaria, Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান  কেন্দ্র ;ভান্ডারিয়া; ভান্ডারিয়া, পিরোজপুর",10024416,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Bhandaria
24082,"Union Health &Family Welfare Centre, Gouripur ,Pirojpur","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান ‍কেন্দ্র, গেীরীপুর , ভান্ডারিয়া  ,পিরোজপুর",10024494,fpobhandaria@gmail.com,DGFP,37,Union Health & Family Welfare Center (UH&FWC),6,Barishal,বরিশাল,60,Pirojpur,পিরোজপুর,36,Bhandaria,ভান্ডারিয়া,Pirojpur N/A,পিরোজপুর এন/এ,Unions Of Bhandaria Upazila,Gauripur
