Id,Division Bn,District Bn,Upazila Bn,Name (Bangla)
671,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কাসবা,বায়েক ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
672,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কাসবা,চারগাছ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
677,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,নবীনগর উপজেলা স্বাস্থ্য কমপ্লেক্সে
36315,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,নবিনগর স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র
674,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,বিদ্যাকোট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
675,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,জিনদপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
676,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,কাইতলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
678,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,রসুল্লাবাদ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
679,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,রতনপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
681,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,সলিমগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
682,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,শ্রীঘর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
686,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,নাসিরনগর উপজেলা স্বাস্থ্য কমপ্লেক্স
683,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,ফান্দাউক ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
684,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,গোকারনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
13027,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,হরিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
689,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,সরাইল উপজেলা স্বাস্থ্য কমপ্লেক্স
687,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,চুন্টা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
688,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,জয়ধরকান্দি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
691,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,শাহজাদাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
692,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,শাহবাজপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
24577,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,"চাঁদপুর মেডিকেল কলেজ, চাঁদপুর।"
695,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,চাঁদপুর ২৫০ শয্যা বিশিষ্ট জেনারেল হাসপাতাল
693,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,হানারচর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
697,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,চাঁদপুর বক্ষব্যাধি ক্লিনিক
701,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,"উপজেলা স্বাস্থ্য কমপ্লেক্স , ফরিদগঞ্জ, চাঁদপুর।"
698,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,অস্ট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
699,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,ফিরোজপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
700,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,কড়ৈইতলী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
702,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,রুপসা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
703,চট্টগ্রাম,চাঁদপুর,হাইমচর,হাইমচর উপজেলা স্বাস্থ্য কমপ্লেক্স
704,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,হাজীগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স
705,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,হাজিগঞ্জ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
706,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,শ্রীপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
707,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,রামচন্দ্রপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
710,চট্টগ্রাম,চাঁদপুর,কাচুয়া,"কচুয়া উপজেলা স্বাস্থ্য কমপ্লেক্স, কচুয়া, চাঁদপুর।"
708,চট্টগ্রাম,চাঁদপুর,কাচুয়া,আস্রাফপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
709,চট্টগ্রাম,চাঁদপুর,কাচুয়া,কচুয়া সদর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
711,চট্টগ্রাম,চাঁদপুর,কাচুয়া,পাথাইর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
712,চট্টগ্রাম,চাঁদপুর,কাচুয়া,রঘুনাথপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র
716,চট্টগ্রাম,চাঁদপুর,মতলব দক্ষিণ,মতলব (দঃ) উপজেলা স্বাস্থ্য কমপ্লেক্স
